id,type,period,figure_num,page_num,pottery_id,caption_text,position,rotation,folder,image_path,page_ref,collection,source_pdf,decoration,part_type,vessel_type,macro_period,site,context,reference,pdf_page,figure_ref,scale,scale_factor
Degli_Espositi_38.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXVIII,28.0,,"A2 SU 58, Al",TOP,RIGHT,TAV_XXVIII,Degli_Espositi/TAV_XXVIII/Degli_Espositi_38.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_39.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXVIII,28.0,,"Al SU 58,9 fascia rossa",TOP,RIGHT,TAV_XXVIII,Degli_Espositi/TAV_XXVIII/Degli_Espositi_39.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_40.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXVIII,28.0,,") A2 SU 58,10",TOP,RIGHT,TAV_XXVIII,Degli_Espositi/TAV_XXVIII/Degli_Espositi_40.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_41.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXVIII,28.0,,) 5 263,TOP,RIGHT,TAV_XXVIII,Degli_Espositi/TAV_XXVIII/Degli_Espositi_41.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_42.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,"SU 58,4 SU 58,14 TAV XXIX",TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_42.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_43.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,"SU 58,14 SU 58,12 SU 58,6",TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_43.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,jar,,,,,,,,
Degli_Espositi_44.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,"SU 58,12 SU 58,15 SU 58,4",TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_44.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_45.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,"SU 58,15 SU 58,17 SU 58,14",TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_45.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_46.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,"SU 58,17 SU 58,16 F",TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_46.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_47.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,"SU 58,16 F SU 58,8",TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_47.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_48.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,"F SU 58,8 fascia rossa",TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_48.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_49.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,"Black slipped jar SU 58,18 5",TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_49.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_50.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXIX,29.0,,5 264 fascia rossa,TOP,RIGHT,TAV_XXIX,Degli_Espositi/TAV_XXIX/Degli_Espositi_50.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,rim,plate,,,,,,,,
Degli_Espositi_51.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXX,30.0,,"SU 60, SU 60 TAV XXX",TOP,RIGHT,TAV_XXX,Degli_Espositi/TAV_XXX/Degli_Espositi_51.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_52.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXX,30.0,,"SU 60,2 A2 Al",TOP,RIGHT,TAV_XXX,Degli_Espositi/TAV_XXX/Degli_Espositi_52.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_53.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXX,30.0,,"Al SU 60,4 SU 60,5",TOP,RIGHT,TAV_XXX,Degli_Espositi/TAV_XXX/Degli_Espositi_53.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_54.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXX,30.0,,"Al SU 60,5 SU 60,3",TOP,RIGHT,TAV_XXX,Degli_Espositi/TAV_XXX/Degli_Espositi_54.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_55.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXX,30.0,,"SU 60,3 Al 5",TOP,RIGHT,TAV_XXX,Degli_Espositi/TAV_XXX/Degli_Espositi_55.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_56.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXX,30.0,,Al 5 265,TOP,RIGHT,TAV_XXX,Degli_Espositi/TAV_XXX/Degli_Espositi_56.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,jar,,,,,,,,
Degli_Espositi_57.png,FRAG,Umm an-Nar / Hili IId-e (2300-2150 a.C.),TAV XXXI,31.0,,"SU 66,11 Al SU 66,12",TOP,RIGHT,TAV_XXXI,Degli_Espositi/TAV_XXXI/Degli_Espositi_57.png,"p. 76 (Tavv. XXVI, XXVII, XXXI)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_58.png,FRAG,Umm an-Nar / Hili IId-e (2300-2150 a.C.),TAV XXXI,31.0,,"SU 66,12 A2 Al",BOTTOM,RIGHT,TAV_XXXI,Degli_Espositi/TAV_XXXI/Degli_Espositi_58.png,"p. 76 (Tavv. XXVI, XXVII, XXXI)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_59.png,FRAG,Umm an-Nar / Hili IId-e (2300-2150 a.C.),TAV XXXI,31.0,,"Al attacca con un pezzo da SU 177 SU 66,8",BOTTOM,RIGHT,TAV_XXXI,Degli_Espositi/TAV_XXXI/Degli_Espositi_59.png,"p. 76 (Tavv. XXVI, XXVII, XXXI)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,bowl,,,,,,,,
Degli_Espositi_60.png,FRAG,Umm an-Nar / Hili IId-e (2300-2150 a.C.),TAV XXXI,31.0,,"Al Al SU 66,3",BOTTOM,RIGHT,TAV_XXXI,Degli_Espositi/TAV_XXXI/Degli_Espositi_60.png,"p. 76 (Tavv. XXVI, XXVII, XXXI)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,jar,,,,,,,,
Degli_Espositi_61.png,FRAG,Umm an-Nar / Hili IId-e (2300-2150 a.C.),TAV XXXI,31.0,,"SU 66,14 attacca con un pezzo da SU 177 SU 66,8",TOP,RIGHT,TAV_XXXI,Degli_Espositi/TAV_XXXI/Degli_Espositi_61.png,"p. 76 (Tavv. XXVI, XXVII, XXXI)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,rim,plate,,,,,,,,
Degli_Espositi_62.png,FRAG,Umm an-Nar / Hili IId-e (2300-2150 a.C.),TAV XXXI,31.0,,"SU 66,2 266 SU 66,3",BOTTOM,RIGHT,TAV_XXXI,Degli_Espositi/TAV_XXXI/Degli_Espositi_62.png,"p. 76 (Tavv. XXVI, XXVII, XXXI)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,jar,,,,,,,,
Degli_Espositi_63.png,FRAG,Umm an-Nar / Prima fase fossato,TAV XXXII,32.0,,"A2 SU 66,5 Al / B",TOP,RIGHT,TAV_XXXII,Degli_Espositi/TAV_XXXII/Degli_Espositi_63.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_64.png,FRAG,Umm an-Nar / Prima fase fossato,TAV XXXII,32.0,,"Al / B SU 66, SU 66,4",TOP,RIGHT,TAV_XXXII,Degli_Espositi/TAV_XXXII/Degli_Espositi_64.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_65.png,FRAG,Umm an-Nar / Prima fase fossato,TAV XXXII,32.0,,"SU 66,4 SU 66,13 SU 66,5",TOP,RIGHT,TAV_XXXII,Degli_Espositi/TAV_XXXII/Degli_Espositi_65.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_66.png,FRAG,Umm an-Nar / Prima fase fossato,TAV XXXII,32.0,,"SU 66,13 Al / B SU 66",TOP,RIGHT,TAV_XXXII,Degli_Espositi/TAV_XXXII/Degli_Espositi_66.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,plate,,,,,,,,
Degli_Espositi_67.png,FRAG,Umm an-Nar / Prima fase fossato,TAV XXXII,32.0,,Al / B SU 66 2,TOP,RIGHT,TAV_XXXII,Degli_Espositi/TAV_XXXII/Degli_Espositi_67.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_68.png,FRAG,Umm an-Nar / Prima fase fossato,TAV XXXII,32.0,,"2 SU 66,1 267",TOP,RIGHT,TAV_XXXII,Degli_Espositi/TAV_XXXII/Degli_Espositi_68.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_69_2.png,FRAG,Umm an-Nar / Prima fase fossato,TAV XXXII,32.0,2,2 267 SU 66,TOP,RIGHT,TAV_XXXII,Degli_Espositi/TAV_XXXII/Degli_Espositi_69_2.png,p. 68 (Cap. 4.8),Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,plate,,,,,,,,
Degli_Espositi_70_SU_087.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXXIII,33.0,"SU 087,1","STI; SU 087,1 STI; SU 178,10 Esempi di bicchiere da contesti diversi",TOP,RIGHT,TAV_XXXIII,Degli_Espositi/TAV_XXXIII/Degli_Espositi_70_SU_087.png,"p. 75 (Fig. 79, SU 87)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,decorated,complete,pot,,,,,,,,
Degli_Espositi_71_SU_074.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXXIII,33.0,"SU 074,1","STI; SU 074,1 STI; SU 087,1 STI; SU 178,10",BOTTOM,RIGHT,TAV_XXXIII,Degli_Espositi/TAV_XXXIII/Degli_Espositi_71_SU_074.png,"p. 75 (Fig. 79, SU 87)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,jar,,,,,,,,
Degli_Espositi_72_SU_178.png,FRAG,Umm an-Nar / Prima Eta del Bronzo,TAV XXXIII,33.0,"SU 178,10","STI; SU 178,10 STI; SU 088,2 STI; SU 135,2",TOP,RIGHT,TAV_XXXIII,Degli_Espositi/TAV_XXXIII/Degli_Espositi_72_SU_178.png,"p. 75 (Fig. 79, SU 87)",Degli_Espositi,2- Capp.4-5-6+bibliografia.pdf,plain,complete,bowl,,,,,,,,
